date,type,amount,description,ticker,shares,price,gain_loss,gain_loss_pct,days_held
2020-01-02,buy,1108.16,Bought 3.36 shares of NFLX,NFLX,3.36,329.81,,,
2020-01-02,buy,999.66,Bought 7.93 shares of JNJ,JNJ,7.93,126.06,,,
2020-01-02,buy,969.99,Bought 31.01 shares of BAC,BAC,31.01,31.28,,,
2020-01-02,buy,939.9,Bought 5.66 shares of CRM,CRM,5.66,166.06,,,
2020-01-02,buy,889.86,Bought 12.43 shares of ABBV,ABBV,12.43,71.59,,,
2020-01-02,buy,769.97,Bought 16.47 shares of KO,KO,16.47,46.75,,,
2020-01-02,buy,729.31,Bought 9.49 shares of TMUS,TMUS,9.49,76.85,,,
2020-01-02,buy,729.85,Bought 7.59 shares of CVX,CVX,7.59,96.16,,,
2020-01-02,buy,709.74,Bought 9.5 shares of MRK,MRK,9.5,74.71,,,
2020-01-02,buy,669.99,Bought 14.31 shares of WFC,WFC,14.31,46.82,,,
2020-01-02,buy,669.99,Bought 16.16 shares of CSCO,CSCO,16.16,41.46,,,
2020-01-02,buy,659.98,Bought 3.38 shares of ACN,ACN,3.38,195.26,,,
2020-01-02,buy,637.82,Bought 2.19 shares of NOW,NOW,2.19,291.24,,,
2020-01-02,buy,599.86,Bought 5.1 shares of AXP,AXP,5.1,117.62,,,
2020-01-02,buy,599.22,Bought 3.37 shares of MCD,MCD,3.37,177.81,,,
2020-01-02,buy,599.32,Bought 5.14 shares of PEP,PEP,5.14,116.6,,,
2020-01-02,buy,590.0,Bought 12.71 shares of BX,BX,12.71,46.42,,,
2020-01-02,buy,589.1,Bought 5.78 shares of IBM,IBM,5.78,101.92,,,
2020-01-02,buy,579.7,Bought 3.96 shares of DIS,DIS,3.96,146.39,,,
2020-01-02,buy,578.21,Bought 2.96 shares of LIN,LIN,2.96,195.34,,,
2020-01-02,buy,567.07,Bought 1.76 shares of TMO,TMO,1.76,322.2,,,
2020-01-02,buy,569.98,Bought 12.96 shares of MS,MS,12.96,43.98,,,
2020-01-02,buy,569.95,Bought 7.19 shares of ABT,ABT,7.19,79.27,,,
2020-01-02,buy,558.5,Bought 1.67 shares of ADBE,ADBE,1.67,334.43,,,
2020-01-02,buy,549.92,Bought 11.2 shares of AMD,AMD,11.2,49.1,,,
2020-01-02,buy,549.42,Bought 8.53 shares of PM,PM,8.53,64.41,,,
2020-01-02,buy,529.58,Bought 2.66 shares of ISRG,ISRG,2.66,199.09,,,
2020-01-02,buy,519.55,Bought 8.95 shares of GE,GE,8.95,58.05,,,
2020-02-01,deposit,3000.0,Monthly investment,,,,,,
2020-01-31,sell,1165.24,Sold 24.12 shares of XOM for tax-loss harvesting,XOM,24.12,48.31,-164.74,-12.39,29.0
2020-01-31,sell,643.94,Sold 7.59 shares of CVX for tax-loss harvesting,CVX,7.59,84.84,-85.90999999999997,-11.77,29.0
2020-01-31,sell,585.14,Sold 14.31 shares of WFC for tax-loss harvesting,WFC,14.31,40.89,-84.85000000000002,-12.66,29.0
2020-01-31,buy,670.62,Bought 8.95 shares of AAPL,AAPL,8.95,74.93,,,
2020-01-31,buy,574.86,Bought 97.6 shares of NVDA,NVDA,97.6,5.89,,,
2020-01-31,buy,565.5,Bought 3.48 shares of MSFT,MSFT,3.48,162.5,,,
2020-01-31,buy,411.8,Bought 4.1 shares of AMZN,AMZN,4.1,100.44,,,
2020-01-31,buy,409.98,Bought 5.75 shares of GOOGL,GOOGL,5.75,71.3,,,
2020-01-31,buy,409.66,Bought 5.74 shares of GOOG,GOOG,5.74,71.37,,,
2020-01-31,buy,257.23,Bought 1.28 shares of META,META,1.28,200.96,,,
2020-01-31,buy,235.5,Bought 5.43 shares of TSLA,TSLA,5.43,43.37,,,
2020-01-31,buy,179.32,Bought 6.79 shares of AVGO,AVGO,6.79,26.41,,,
2020-01-31,buy,170.57,Bought 0.76 shares of BRK-B,BRK-B,0.76,224.43,,,
2020-01-31,buy,128.88,Bought 3.65 shares of WMT,WMT,3.65,35.31,,,
2020-01-31,buy,120.2,Bought 0.92 shares of LLY,LLY,0.92,130.65,,,
2020-01-31,buy,115.84,Bought 1.01 shares of JPM,JPM,1.01,114.69,,,
2020-01-31,buy,105.46,Bought 0.55 shares of V,V,0.55,191.74,,,
2020-01-31,buy,82.94,Bought 0.27 shares of MA,MA,0.27,307.18,,,
2020-01-31,buy,82.7,Bought 1.7 shares of ORCL,ORCL,1.7,48.65,,,
2020-01-31,buy,78.14,Bought 0.31 shares of UNH,UNH,0.31,252.07,,,
2020-01-31,buy,72.92,Bought 0.26 shares of COST,COST,0.26,280.47,,,
2020-01-31,buy,68.28,Bought 0.62 shares of PG,PG,0.62,110.13,,,
2020-01-31,buy,66.31,Bought 0.33 shares of HD,HD,0.33,200.93,,,
2020-01-31,buy,65.57,Bought 0.19 shares of NFLX,NFLX,0.19,345.09,,,
2020-01-31,buy,60.42,Bought 0.47 shares of JNJ,JNJ,0.47,128.56,,,
2020-01-31,buy,59.06,Bought 2.05 shares of BAC,BAC,2.05,28.81,,,
2020-01-31,buy,56.2,Bought 0.31 shares of CRM,CRM,0.31,181.3,,,
2020-01-31,buy,53.83,Bought 0.82 shares of ABBV,ABBV,0.82,65.65,,,
2020-01-31,buy,46.67,Bought 0.94 shares of KO,KO,0.94,49.65,,,
2020-01-31,buy,44.14,Bought 0.57 shares of TMUS,TMUS,0.57,77.44,,,
2020-01-31,buy,43.0,Bought 0.62 shares of MRK,MRK,0.62,69.35,,,
2020-01-31,buy,40.54,Bought 1.03 shares of CSCO,CSCO,1.03,39.36,,,
2020-01-31,buy,40.2,Bought 0.21 shares of ACN,ACN,0.21,191.41,,,
2020-01-31,buy,37.21,Bought 0.11 shares of NOW,NOW,0.11,338.23,,,
2020-01-31,buy,36.41,Bought 0.3 shares of AXP,AXP,0.3,121.38,,,
2020-01-31,buy,36.0,Bought 0.19 shares of MCD,MCD,0.19,189.49,,,
2020-01-31,buy,36.58,Bought 0.3 shares of PEP,PEP,0.3,121.93,,,
2020-01-31,buy,36.08,Bought 0.71 shares of BX,BX,0.71,50.81,,,
2020-01-31,buy,35.7,Bought 0.33 shares of IBM,IBM,0.33,108.17,,,
2020-01-31,buy,35.52,Bought 0.26 shares of DIS,DIS,0.26,136.62,,,
2020-01-31,buy,33.89,Bought 0.18 shares of LIN,LIN,0.18,188.28,,,
2020-01-31,buy,34.01,Bought 0.11 shares of TMO,TMO,0.11,309.19,,,
2020-01-31,buy,34.68,Bought 0.78 shares of MS,MS,0.78,44.46,,,
2020-01-31,buy,34.31,Bought 0.43 shares of ABT,ABT,0.43,79.78,,,
2020-01-31,buy,31.6,Bought 0.09 shares of ADBE,ADBE,0.09,351.14,,,
2020-01-31,buy,33.37,Bought 0.71 shares of AMD,AMD,0.71,47.0,,,
2020-01-31,buy,33.77,Bought 0.54 shares of PM,PM,0.54,62.53,,,
2020-01-31,buy,31.72,Bought 0.17 shares of ISRG,ISRG,0.17,186.59,,,
2020-01-31,buy,30.9,Bought 0.51 shares of GE,GE,0.51,60.58,,,
2020-03-01,deposit,3000.0,Monthly investment,,,,,,
2020-03-02,sell,2607.3,Sold 105.73 shares of AVGO for tax-loss harvesting,AVGO,105.73,24.66,-342.5699999999997,-11.61,60.0
2020-03-02,sell,1655.32,Sold 15.72 shares of JPM for tax-loss harvesting,JPM,15.72,105.3,-254.35000000000014,-13.32,60.0
2020-03-02,sell,799.13,Sold 31.01 shares of BAC for tax-loss harvesting,BAC,31.01,25.77,-170.86,-17.61,60.0
2020-03-02,sell,52.83,Sold 2.05 shares of BAC for tax-loss harvesting,BAC,2.05,25.77,-6.230000000000004,-10.55,31.0
2020-03-02,sell,627.48,Sold 9.5 shares of MRK for tax-loss harvesting,MRK,9.5,66.05,-82.25999999999999,-11.59,60.0
2020-03-02,sell,569.64,Sold 16.16 shares of CSCO for tax-loss harvesting,CSCO,16.16,35.25,-100.35000000000002,-14.98,60.0
2020-03-02,sell,36.31,Sold 1.03 shares of CSCO for tax-loss harvesting,CSCO,1.03,35.25,-4.229999999999997,-10.43,31.0
2020-03-02,sell,31.93,Sold 0.3 shares of AXP for tax-loss harvesting,AXP,0.3,106.42,-4.479999999999997,-12.3,31.0
2020-03-02,sell,469.34,Sold 3.96 shares of DIS for tax-loss harvesting,DIS,3.96,118.52,-110.36000000000007,-19.04,60.0
2020-03-02,sell,30.82,Sold 0.26 shares of DIS for tax-loss harvesting,DIS,0.26,118.52,-4.700000000000003,-13.23,31.0
2020-03-02,sell,512.44,Sold 12.96 shares of MS for tax-loss harvesting,MS,12.96,39.54,-57.539999999999964,-10.1,60.0
2020-03-02,sell,30.84,Sold 0.78 shares of MS for tax-loss harvesting,MS,0.78,39.54,-3.84,-11.07,31.0
2020-03-02,buy,1266.75,Bought 17.47 shares of AAPL,AAPL,17.47,72.51,,,
2020-03-02,buy,1086.97,Bought 157.76 shares of NVDA,NVDA,157.76,6.89,,,
2020-03-02,buy,1068.42,Bought 6.46 shares of MSFT,MSFT,6.46,165.39,,,
2020-03-02,buy,778.67,Bought 7.97 shares of AMZN,AMZN,7.97,97.7,,,
2020-03-02,buy,774.07,Bought 11.22 shares of GOOGL,GOOGL,11.22,68.99,,,
2020-03-02,buy,774.26,Bought 11.2 shares of GOOG,GOOG,11.2,69.13,,,
2020-03-02,buy,486.84,Bought 2.49 shares of META,META,2.49,195.52,,,
2020-03-02,buy,445.14,Bought 8.98 shares of TSLA,TSLA,8.98,49.57,,,
2020-03-02,buy,319.92,Bought 1.47 shares of BRK-B,BRK-B,1.47,217.63,,,
2020-03-02,buy,244.1,Bought 6.83 shares of WMT,WMT,6.83,35.74,,,
2020-03-02,buy,227.39,Bought 1.82 shares of LLY,LLY,1.82,124.94,,,
2020-03-02,buy,200.46,Bought 1.08 shares of V,V,1.08,185.61,,,
2020-03-02,buy,158.07,Bought 0.53 shares of MA,MA,0.53,298.24,,,
2020-03-02,buy,155.79,Bought 3.3 shares of ORCL,ORCL,3.3,47.21,,,
2020-03-02,buy,153.0,Bought 3.6 shares of XOM,XOM,3.6,42.5,,,
2020-03-02,buy,151.61,Bought 0.6 shares of UNH,UNH,0.6,252.68,,,
2020-03-02,buy,139.35,Bought 0.49 shares of COST,COST,0.49,284.39,,,
2020-03-02,buy,129.96,Bought 1.23 shares of PG,PG,1.23,105.66,,,
2020-03-02,buy,127.61,Bought 0.63 shares of HD,HD,0.63,202.55,,,
2020-03-02,buy,125.75,Bought 0.33 shares of NFLX,NFLX,0.33,381.05,,,
2020-03-02,buy,114.39,Bought 0.94 shares of JNJ,JNJ,0.94,121.69,,,
2020-03-02,buy,107.23,Bought 0.61 shares of CRM,CRM,0.61,175.78,,,
2020-03-02,buy,102.04,Bought 1.42 shares of ABBV,ABBV,1.42,71.86,,,
2020-03-02,buy,88.9,Bought 1.87 shares of KO,KO,1.87,47.54,,,
2020-03-02,buy,83.02,Bought 0.91 shares of TMUS,TMUS,0.91,91.23,,,
2020-03-02,buy,83.57,Bought 1.08 shares of CVX,CVX,1.08,77.38,,,
2020-03-02,buy,77.4,Bought 2.08 shares of WFC,WFC,2.08,37.21,,,
2020-03-02,buy,74.26,Bought 0.42 shares of ACN,ACN,0.42,176.8,,,
2020-03-02,buy,72.32,Bought 0.21 shares of NOW,NOW,0.21,344.4,,,
2020-03-02,buy,68.59,Bought 0.38 shares of MCD,MCD,0.38,180.5,,,
2020-03-02,buy,68.5,Bought 0.58 shares of PEP,PEP,0.58,118.11,,,
2020-03-02,buy,67.77,Bought 1.44 shares of BX,BX,1.44,47.06,,,
2020-03-02,buy,67.41,Bought 0.66 shares of IBM,IBM,0.66,102.13,,,
2020-03-02,buy,66.12,Bought 0.36 shares of LIN,LIN,0.36,183.67,,,
2020-03-02,buy,63.22,Bought 0.21 shares of TMO,TMO,0.21,301.07,,,
2020-03-02,buy,65.75,Bought 0.88 shares of ABT,ABT,0.88,74.72,,,
2020-03-02,buy,61.25,Bought 0.17 shares of ADBE,ADBE,0.17,360.28,,,
2020-03-02,buy,62.65,Bought 1.32 shares of AMD,AMD,1.32,47.46,,,
2020-03-02,buy,62.31,Bought 0.97 shares of PM,PM,0.97,64.24,,,
2020-03-02,buy,59.64,Bought 0.32 shares of ISRG,ISRG,0.32,186.36,,,
2020-03-02,buy,59.46,Bought 1.09 shares of GE,GE,1.09,54.55,,,
2020-04-01,deposit,3000.0,Monthly investment,,,,,,
2020-04-01,sell,8850.84,Sold 151.4 shares of AAPL for tax-loss harvesting,AAPL,151.4,58.46,-2158.9699999999993,-19.61,90.0
2020-04-01,sell,523.22,Sold 8.95 shares of AAPL for tax-loss harvesting,AAPL,8.95,58.46,-147.39999999999998,-21.98,61.0
2020-04-01,sell,1021.3,Sold 17.47 shares of AAPL for tax-loss harvesting,AAPL,17.47,58.46,-245.45000000000005,-19.38,30.0
2020-04-01,sell,954.45,Sold 157.76 shares of NVDA for tax-loss harvesting,NVDA,157.76,6.05,-132.51999999999998,-12.19,30.0
2020-04-01,sell,506.69,Sold 3.48 shares of MSFT for tax-loss harvesting,MSFT,3.48,145.6,-58.81,-10.4,61.0
2020-04-01,sell,940.58,Sold 6.46 shares of MSFT for tax-loss harvesting,MSFT,6.46,145.6,-127.84000000000003,-11.97,30.0
2020-04-01,sell,5418.74,Sold 98.81 shares of GOOGL for tax-loss harvesting,GOOGL,98.81,54.84,-1311.21,-19.48,90.0
2020-04-01,sell,315.33,Sold 5.75 shares of GOOGL for tax-loss harvesting,GOOGL,5.75,54.84,-94.65000000000003,-23.09,61.0
2020-04-01,sell,615.3,Sold 11.22 shares of GOOGL for tax-loss harvesting,GOOGL,11.22,54.84,-158.7700000000001,-20.51,30.0
2020-04-01,sell,5440.93,Sold 98.89 shares of GOOG for tax-loss harvesting,GOOG,98.89,55.02,-1288.5299999999997,-19.15,90.0
2020-04-01,sell,315.81,Sold 5.74 shares of GOOG for tax-loss harvesting,GOOG,5.74,55.02,-93.85000000000002,-22.91,61.0
2020-04-01,sell,616.22,Sold 11.2 shares of GOOG for tax-loss harvesting,GOOG,11.2,55.02,-158.03999999999996,-20.41,30.0
2020-04-01,sell,3216.71,Sold 20.25 shares of META for tax-loss harvesting,META,20.25,158.85,-1011.4899999999998,-23.92,90.0
2020-04-01,sell,203.33,Sold 1.28 shares of META for tax-loss harvesting,META,1.28,158.85,-53.900000000000006,-20.95,61.0
2020-04-01,sell,395.54,Sold 2.49 shares of META for tax-loss harvesting,META,2.49,158.85,-91.29999999999995,-18.75,30.0
2020-04-01,sell,174.3,Sold 5.43 shares of TSLA for tax-loss harvesting,TSLA,5.43,32.1,-61.19999999999999,-25.99,61.0
2020-04-01,sell,288.26,Sold 8.98 shares of TSLA for tax-loss harvesting,TSLA,8.98,32.1,-156.88,-35.24,30.0
2020-04-01,sell,133.63,Sold 6.79 shares of AVGO for tax-loss harvesting,AVGO,6.79,19.68,-45.69,-25.48,61.0
2020-04-01,sell,2155.39,Sold 12.25 shares of BRK-B for tax-loss harvesting,BRK-B,12.25,175.95,-642.3900000000003,-22.96,90.0
2020-04-01,sell,133.72,Sold 0.76 shares of BRK-B for tax-loss harvesting,BRK-B,0.76,175.95,-36.849999999999994,-21.6,61.0
2020-04-01,sell,258.65,Sold 1.47 shares of BRK-B for tax-loss harvesting,BRK-B,1.47,175.95,-61.27000000000004,-19.15,30.0
2020-04-01,sell,73.83,Sold 1.01 shares of JPM for tax-loss harvesting,JPM,1.01,73.1,-42.010000000000005,-36.27,61.0
2020-04-01,sell,1411.11,Sold 9.55 shares of V for tax-loss harvesting,V,9.55,147.76,-347.8100000000002,-19.77,90.0
2020-04-01,sell,81.27,Sold 0.55 shares of V for tax-loss harvesting,V,0.55,147.76,-24.189999999999998,-22.94,61.0
2020-04-01,sell,159.58,Sold 1.08 shares of V for tax-loss harvesting,V,1.08,147.76,-40.879999999999995,-20.39,30.0
2020-04-01,sell,1046.89,Sold 4.71 shares of MA for tax-loss harvesting,MA,4.71,222.27,-340.6299999999999,-24.55,90.0
2020-04-01,sell,60.01,Sold 0.27 shares of MA for tax-loss harvesting,MA,0.27,222.27,-22.93,-27.65,61.0
2020-04-01,sell,117.8,Sold 0.53 shares of MA for tax-loss harvesting,MA,0.53,222.27,-40.269999999999996,-25.48,30.0
2020-04-01,sell,106.6,Sold 3.6 shares of XOM for tax-loss harvesting,XOM,3.6,29.61,-46.400000000000006,-30.33,30.0
2020-04-01,sell,1073.93,Sold 4.87 shares of UNH for tax-loss harvesting,UNH,4.87,220.52,-243.99,-18.51,90.0
2020-04-01,sell,68.36,Sold 0.31 shares of UNH for tax-loss harvesting,UNH,0.31,220.52,-9.780000000000001,-12.52,61.0
2020-04-01,sell,132.31,Sold 0.6 shares of UNH for tax-loss harvesting,UNH,0.6,220.52,-19.30000000000001,-12.73,30.0
2020-04-01,sell,1006.78,Sold 10.42 shares of PG for tax-loss harvesting,PG,10.42,96.62,-122.96000000000004,-10.88,90.0
2020-04-01,sell,59.9,Sold 0.62 shares of PG for tax-loss harvesting,PG,0.62,96.62,-8.380000000000003,-12.27,61.0
2020-04-01,sell,915.61,Sold 5.78 shares of HD for tax-loss harvesting,HD,5.78,158.41,-202.82000000000005,-18.13,90.0
2020-04-01,sell,52.28,Sold 0.33 shares of HD for tax-loss harvesting,HD,0.33,158.41,-14.030000000000001,-21.16,61.0
2020-04-01,sell,99.8,Sold 0.63 shares of HD for tax-loss harvesting,HD,0.63,158.41,-27.810000000000002,-21.79,30.0
2020-04-01,sell,887.76,Sold 7.93 shares of JNJ for tax-loss harvesting,JNJ,7.93,111.95,-111.89999999999998,-11.19,90.0
2020-04-01,sell,52.62,Sold 0.47 shares of JNJ for tax-loss harvesting,JNJ,0.47,111.95,-7.800000000000004,-12.91,61.0
2020-04-01,sell,754.59,Sold 5.66 shares of CRM for tax-loss harvesting,CRM,5.66,133.32,-185.30999999999995,-19.72,90.0
2020-04-01,sell,41.33,Sold 0.31 shares of CRM for tax-loss harvesting,CRM,0.31,133.32,-14.870000000000005,-26.46,61.0
2020-04-01,sell,81.33,Sold 0.61 shares of CRM for tax-loss harvesting,CRM,0.61,133.32,-25.900000000000006,-24.15,30.0
2020-04-01,sell,739.46,Sold 12.43 shares of ABBV for tax-loss harvesting,ABBV,12.43,59.49,-150.39999999999998,-16.9,90.0
2020-04-01,sell,84.48,Sold 1.42 shares of ABBV for tax-loss harvesting,ABBV,1.42,59.49,-17.560000000000002,-17.21,30.0
2020-04-01,sell,594.9,Sold 16.47 shares of KO for tax-loss harvesting,KO,16.47,36.12,-175.07000000000005,-22.74,90.0
2020-04-01,sell,33.95,Sold 0.94 shares of KO for tax-loss harvesting,KO,0.94,36.12,-12.719999999999999,-27.26,61.0
2020-04-01,sell,67.54,Sold 1.87 shares of KO for tax-loss harvesting,KO,1.87,36.12,-21.36,-24.03,30.0
2020-04-01,sell,59.32,Sold 1.08 shares of CVX for tax-loss harvesting,CVX,1.08,54.93,-24.249999999999993,-29.02,30.0
2020-04-01,sell,37.45,Sold 0.62 shares of MRK for tax-loss harvesting,MRK,0.62,60.4,-5.549999999999997,-12.91,61.0
2020-04-01,sell,48.65,Sold 2.08 shares of WFC for tax-loss harvesting,WFC,2.08,23.39,-28.750000000000007,-37.14,30.0
2020-04-01,sell,487.67,Sold 3.38 shares of ACN for tax-loss harvesting,ACN,3.38,144.28,-172.31,-26.11,90.0
2020-04-01,sell,30.3,Sold 0.21 shares of ACN for tax-loss harvesting,ACN,0.21,144.28,-9.900000000000002,-24.63,61.0
2020-04-01,sell,60.6,Sold 0.42 shares of ACN for tax-loss harvesting,ACN,0.42,144.28,-13.660000000000004,-18.39,30.0
2020-04-01,sell,30.04,Sold 0.11 shares of NOW for tax-loss harvesting,NOW,0.11,273.07,-7.170000000000002,-19.27,61.0
2020-04-01,sell,57.34,Sold 0.21 shares of NOW for tax-loss harvesting,NOW,0.21,273.07,-14.97999999999999,-20.71,30.0
2020-04-01,sell,371.02,Sold 5.1 shares of AXP for tax-loss harvesting,AXP,5.1,72.75,-228.84000000000003,-38.15,90.0
2020-04-01,sell,475.0,Sold 3.37 shares of MCD for tax-loss harvesting,MCD,3.37,140.95,-124.22000000000003,-20.73,90.0
2020-04-01,sell,26.78,Sold 0.19 shares of MCD for tax-loss harvesting,MCD,0.19,140.95,-9.219999999999999,-25.61,61.0
2020-04-01,sell,53.56,Sold 0.38 shares of MCD for tax-loss harvesting,MCD,0.38,140.95,-15.030000000000001,-21.91,30.0
2020-04-01,sell,524.74,Sold 5.14 shares of PEP for tax-loss harvesting,PEP,5.14,102.09,-74.58000000000004,-12.44,90.0
2020-04-01,sell,30.63,Sold 0.3 shares of PEP for tax-loss harvesting,PEP,0.3,102.09,-5.949999999999999,-16.27,61.0
2020-04-01,sell,59.21,Sold 0.58 shares of PEP for tax-loss harvesting,PEP,0.58,102.09,-9.29,-13.56,30.0
2020-04-01,sell,435.57,Sold 12.71 shares of BX for tax-loss harvesting,BX,12.71,34.27,-154.43,-26.17,90.0
2020-04-01,sell,24.33,Sold 0.71 shares of BX for tax-loss harvesting,BX,0.71,34.27,-11.75,-32.57,61.0
2020-04-01,sell,49.35,Sold 1.44 shares of BX for tax-loss harvesting,BX,1.44,34.27,-18.419999999999995,-27.18,30.0
2020-04-01,sell,462.17,Sold 5.78 shares of IBM for tax-loss harvesting,IBM,5.78,79.96,-126.93,-21.55,90.0
2020-04-01,sell,26.39,Sold 0.33 shares of IBM for tax-loss harvesting,IBM,0.33,79.96,-9.310000000000002,-26.08,61.0
2020-04-01,sell,52.77,Sold 0.66 shares of IBM for tax-loss harvesting,IBM,0.66,79.96,-14.639999999999993,-21.72,30.0
2020-04-01,sell,443.44,Sold 2.96 shares of LIN for tax-loss harvesting,LIN,2.96,149.81,-134.77000000000004,-23.31,90.0
2020-04-01,sell,26.97,Sold 0.18 shares of LIN for tax-loss harvesting,LIN,0.18,149.81,-6.920000000000002,-20.42,61.0
2020-04-01,sell,53.93,Sold 0.36 shares of LIN for tax-loss harvesting,LIN,0.36,149.81,-12.190000000000005,-18.44,30.0
2020-04-01,sell,478.54,Sold 1.76 shares of TMO for tax-loss harvesting,TMO,1.76,271.9,-88.53000000000003,-15.61,90.0
2020-04-01,sell,29.91,Sold 0.11 shares of TMO for tax-loss harvesting,TMO,0.11,271.9,-4.099999999999998,-12.06,61.0
2020-04-01,sell,504.09,Sold 7.19 shares of ABT for tax-loss harvesting,ABT,7.19,70.11,-65.86000000000007,-11.56,90.0
2020-04-01,sell,30.15,Sold 0.43 shares of ABT for tax-loss harvesting,ABT,0.43,70.11,-4.160000000000004,-12.12,61.0
2020-04-01,sell,27.11,Sold 0.09 shares of ADBE for tax-loss harvesting,ADBE,0.09,301.21,-4.490000000000002,-14.21,61.0
2020-04-01,sell,51.21,Sold 0.17 shares of ADBE for tax-loss harvesting,ADBE,0.17,301.21,-10.04,-16.39,30.0
2020-04-01,sell,488.99,Sold 11.2 shares of AMD for tax-loss harvesting,AMD,11.2,43.66,-60.92999999999995,-11.08,90.0
2020-04-01,sell,466.93,Sold 8.53 shares of PM for tax-loss harvesting,PM,8.53,54.74,-82.48999999999995,-15.01,90.0
2020-04-01,sell,29.56,Sold 0.54 shares of PM for tax-loss harvesting,PM,0.54,54.74,-4.210000000000004,-12.47,61.0
2020-04-01,sell,53.1,Sold 0.97 shares of PM for tax-loss harvesting,PM,0.97,54.74,-9.21,-14.78,30.0
2020-04-01,sell,406.32,Sold 2.66 shares of ISRG for tax-loss harvesting,ISRG,2.66,152.75,-123.26000000000005,-23.28,90.0
2020-04-01,sell,25.97,Sold 0.17 shares of ISRG for tax-loss harvesting,ISRG,0.17,152.75,-5.75,-18.13,61.0
2020-04-01,sell,48.88,Sold 0.32 shares of ISRG for tax-loss harvesting,ISRG,0.32,152.75,-10.759999999999998,-18.04,30.0
2020-04-01,sell,306.9,Sold 8.95 shares of GE for tax-loss harvesting,GE,8.95,34.29,-212.64999999999998,-40.93,90.0
2020-04-01,sell,17.49,Sold 0.51 shares of GE for tax-loss harvesting,GE,0.51,34.29,-13.41,-43.4,61.0
2020-04-01,sell,37.38,Sold 1.09 shares of GE for tax-loss harvesting,GE,1.09,34.29,-22.08,-37.13,30.0
2020-04-01,buy,19049.38,Bought 199.7 shares of AMZN,AMZN,199.7,95.39,,,
2020-04-01,buy,5962.4,Bought 168.62 shares of WMT,WMT,168.62,35.36,,,
2020-04-01,buy,5569.5,Bought 43.41 shares of LLY,LLY,43.41,128.3,,,
2020-04-01,buy,3828.55,Bought 84.74 shares of ORCL,ORCL,84.74,45.18,,,
2020-04-01,buy,3403.28,Bought 12.9 shares of COST,COST,12.9,263.82,,,
2020-04-01,buy,3120.17,Bought 8.57 shares of NFLX,NFLX,8.57,364.08,,,
2020-04-01,buy,2730.22,Bought 156.37 shares of BAC,BAC,156.37,17.46,,,
2020-04-01,buy,2055.44,Bought 24.69 shares of TMUS,TMUS,24.69,83.25,,,
2020-04-01,buy,1882.88,Bought 57.37 shares of CSCO,CSCO,57.37,32.82,,,
2020-04-01,buy,1631.42,Bought 17.4 shares of DIS,DIS,17.4,93.76,,,
2020-04-01,buy,1605.66,Bought 59.69 shares of MS,MS,59.69,26.9,,,
2020-04-01,buy,1466.14,Rebalancing - Add,AMZN,15.37,95.39,,,
2020-05-01,deposit,3000.0,Monthly investment,,,,,,
2020-05-01,buy,329.71,Bought 4.7 shares of AAPL,AAPL,4.7,70.15,,,
2020-05-01,buy,283.15,Bought 40.22 shares of NVDA,NVDA,40.22,7.04,,,
2020-05-01,buy,277.37,Bought 1.66 shares of MSFT,MSFT,1.66,167.09,,,
2020-05-01,buy,202.31,Bought 1.77 shares of AMZN,AMZN,1.77,114.3,,,
